id_symbol_primary,id_protein_name,id_geneID,chromosome,start,end,strand
BRWD1,bromodomain and WD repeat domain containing 1,54014,21,39184176,39321595,-
HMGN1,high mobility group nucleosome binding domain 1,3150,21,39342315,39349088,-
GET1-SH3BGR,GET1-SH3BGR readthrough,106865373,21,39380326,39515504,+
GET1,guided entry of tail-anchored proteins factor 1,7485,21,39380326,39428528,+
LCA5L,lebercilin LCA5 like,150082,21,39405728,39445793,-
SH3BGR,SH3 domain binding glutamate rich protein,6450,21,39445865,39515506,+
B3GALT5,beta-1-2C3-galactosyltransferase 5,10317,21,39612940,39673137,+
IGSF5,immunoglobulin superfamily member 5,150084,21,39632465,39802081,+
PCP4,Purkinje cell protein 4,5121,21,39867438,39929392,+
DSCAM,DS cell adhesion molecule,1826,21,40010999,40847158,-
BACE2,beta-secretase 2,25825,21,41168160,41282530,+
FAM3B,FAM3 metabolism regulating signaling molecule B,54097,21,41304229,41357727,+
MX2,MX dynamin like GTPase 2,4600,21,41361944,41409393,+
MX1,MX dynamin like GTPase 1,4599,21,41420329,41459214,+
TMPRSS2,transmembrane serine protease 2,7113,21,41464305,41508158,-
RIPK4,receptor interacting serine/threonine kinase 4,54101,21,41739373,41767052,-
PRDM15,PR/SET domain 15,63977,21,41798225,41879396,-
C2CD2,C2 calcium dependent domain containing 2,25966,21,41885110,41954018,-
ZBTB21,zinc finger and BTB domain containing 21,49854,21,41986831,42010418,-
UMODL1,uromodulin like 1,89766,21,42062877,42142996,+
ABCG1,ATP binding cassette subfamily G member 1,9619,21,42199689,42304387,+
TFF3,trefoil factor 3,7033,21,42311667,42315409,-
TFF2,trefoil factor 2,7032,21,42346357,42350994,-
TFF1,trefoil factor 1,7031,21,42362282,42366535,-
TMPRSS3,transmembrane serine protease 3,64699,21,42371890,42396052,-
UBASH3A,ubiquitin associated and SH3 domain containing A,53347,21,42403880,42447684,+
RSPH1,radial spoke head component 1,89765,21,42472486,42496246,-
SLC37A1,solute carrier family 37 member 1,54020,21,42499622,42581436,+
PDE9A,phosphodiesterase 9A,5152,21,42653621,42775509,+
WDR4,WD repeat domain 4,10785,21,42843075,42891695,-
NDUFV3,"NADH:ubiquinone oxidoreductase subunit V3",4731,21,42893271,42913299,+
ERVH48-1,endogenous retrovirus group 48 member 1,90625,21,42916803,42925630,-
PKNOX1,PBX/knotted 1 homeobox 1,5316,21,42974562,43033931,+
CBS,cystathionine beta-synthase,875,21,43053190,43076873,-
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307,21,43092956,43108291,-
CRYAA,crystallin alpha A,1409,21,43169008,43172810,+
SIK1,salt inducible kinase 1,150094,21,43414483,43427131,-
HSF2BP,heat shock transcription factor 2 binding protein,11077,21,43453987,43659499,-
H2BC12L,H2B clustered histone 12 like,54145,21,43565182,43565648,+
RRP1B,ribosomal RNA processing 1B,23076,21,43659560,43696079,+
PDXK,pyridoxal kinase,8566,21,43719129,43762299,+
CSTB,cystatin B,1476,21,43773950,43776308,-
RRP1,ribosomal RNA processing 1,8568,21,43789551,43805293,+
AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,56894,21,43865160,43987592,+
TRAPPC10,trafficking protein particle complex subunit 10,7109,21,44012309,44106552,+
PWP2,PWP2 small subunit processome component,5822,21,44107399,44131181,+
GATD3,glutamine amidotransferase class 1 domain containing 3,8209,21,44133665,44145711,+
ICOSLG,inducible T cell costimulator ligand,23308,21,44216979,44240943,-
DNMT3L,DNA methyltransferase 3 like,29947,21,44246339,44261897,-
AIRE,autoimmune regulator,326,21,44285876,44298648,+
PFKL,phosphofructokinase-2C liver type,5211,21,44300040,44327373,+
CFAP410,cilia and flagella associated protein 410,755,21,44328944,44339417,-
TRPM2,transient receptor potential cation channel subfamily M member 2,7226,21,44350112,44442807,+
LRRC3,leucine rich repeat containing 3,81543,21,44455510,44462196,+
TSPEAR,thrombospondin type laminin G domain and EAR repeats,54084,21,44497893,44711572,-
KRTAP10-1,keratin associated protein 10-1,386677,21,44538981,44540195,-
KRTAP10-2,keratin associated protein 10-2,386679,21,44550357,44551505,-
KRTAP10-3,keratin associated protein 10-3,386682,21,44557790,44558795,-
KRTAP10-4,keratin associated protein 10-4,386672,21,44573729,44575371,+
KRTAP10-5,keratin associated protein 10-5,386680,21,44579455,44580604,-
KRTAP10-6,keratin associated protein 10-6,386674,21,44591268,44592505,-
KRTAP10-7,keratin associated protein 10-7,386675,21,44600597,44602174,+
KRTAP10-8,keratin associated protein 10-8,386681,21,44612079,44612954,+
KRTAP10-9,keratin associated protein 10-9,386676,21,44627093,44628378,+
KRTAP10-10,keratin associated protein 10-10,353333,21,44637356,44638455,+
KRTAP10-11,keratin associated protein 10-11,386678,21,44646414,44647650,+
KRTAP12-4,keratin associated protein 12-4,386684,21,44654213,44654659,-
KRTAP12-3,keratin associated protein 12-3,386683,21,44657932,44658341,+
KRTAP12-2,keratin associated protein 12-2,353323,21,44666189,44666927,-
KRTAP12-1,keratin associated protein 12-1,353332,21,44681576,44682163,-
KRTAP10-12,keratin associated protein 10-12,386685,21,44697172,44698044,+
UBE2G2,ubiquitin conjugating enzyme E2 G2,7327,21,44768580,44801820,-
SUMO3,small ubiquitin like modifier 3,6612,21,44805617,44818062,-
PTTG1IP,PTTG1 interacting protein,754,21,44849598,44873690,-
ITGB2,integrin subunit beta 2,3689,21,44885949,44928815,-
SLX9,SLX9 ribosome biogenesis factor,85395,21,44939697,44976976,+
ADARB1,adenosine deaminase RNA specific B1,104,21,45074578,45226563,+
POFUT2,protein O-fucosyltransferase 2,23275,21,45263928,45287914,-
COL18A1,collagen type XVIII alpha 1 chain,80781,21,45405165,45513720,+
SLC19A1,solute carrier family 19 member 1,6573,21,45502517,45563140,-
PCBP3,poly(rC) binding protein 3,54039,21,45643725,45942454,+
COL6A1,collagen type VI alpha 1 chain,1291,21,45981770,46005048,+
COL6A2,collagen type VI alpha 2 chain,1292,21,46098112,46132848,+
FTCD,formimidoyltransferase cyclodeaminase,10841,21,46135981,46156482,-
SPATC1L,spermatogenesis and centriole associated 1 like,84221,21,46161148,46185163,-
LSS,lanosterol synthase,4047,21,46188446,46228774,-
MCM3AP,minichromosome maintenance complex component 3 associated protein,8888,21,46235130,46286297,-
YBEY,ybeY metalloendoribonuclease,54059,21,46286056,46314188,+
PCNT,pericentrin,5116,21,46324122,46445769,+
DIP2A,disco interacting protein 2 homolog A,23181,21,46458891,46571226,+
S100B,S100 calcium binding protein B,6285,21,46598604,46605243,-
PRMT2,protein arginine methyltransferase 2,3275,21,46635156,46665685,+
OR11H1,olfactory receptor family 11 subfamily H member 1,81061,22,15528192,15529139,+
POTEH,POTE ankyrin domain family member H,23784,22,15690026,15721631,+
CCT8L2,chaperonin containing TCP1 subunit 8 like 2,150160,22,16590751,16592810,-
XKR3,XK related 3,150165,22,16783480,16825411,-
GAB4,GRB2 associated binding protein family member 4,128954,22,16961936,17008281,-
IL17RA,interleukin 17 receptor A,23765,22,17085000,17115693,+
TMEM121B,transmembrane protein 121B,27439,22,17116297,17121360,-
HDHD5,haloacid dehalogenase like hydrolase domain containing 5,27440,22,17137520,17165287,-
ADA2,adenosine deaminase 2,51816,22,17178790,17221854,-
CECR2,CECR2 histone acetyl-lysine reader,27443,22,17359949,17558151,+
SLC25A18,solute carrier family 25 member 18,83733,22,17562470,17592256,+
ATP6V1E1,ATPase H+ transporting V1 subunit E1,529,22,17592136,17628822,-
BCL2L13,BCL2 like 13,23786,22,17628855,17730855,+
BID,BH3 interacting domain death agonist,637,22,17734138,17774665,-
MICAL3,microtubule associated monooxygenase-2C calponin and LIM domain containing 3,57553,22,17787649,18024561,-
PEX26,peroxisomal biogenesis factor 26,55670,22,18077990,18105396,+
TUBA8,tubulin alpha 8,51807,22,18110809,18131732,+
USP18,ubiquitin specific peptidase 18,11274,22,18149855,18177397,+
GGTLC3,gamma-glutamyltransferase light chain family member 3,728226,22,18516335,18518165,-
TMEM191B,transmembrane protein 191B,728229,22,18527802,18531920,+
RIMBP3,RIMS binding protein 3,85376,22,18605815,18611919,-
FAM246B,family with sequence similarity 246 member B,117134597,22,18633984,18634682,+
DGCR6,DiGeorge syndrome critical region gene 6,8214,22,18906320,18912088,+
PRODH,proline dehydrogenase 1,5625,22,18912781,18936553,-
FAM246C,family with sequence similarity 246 member C (gene/pseudogene),117134596,22,19029524,19030221,+
DGCR2,DiGeorge syndrome critical region gene 2,9993,22,19036286,19122454,-
ESS2,ess-2 splicing factor homolog,8220,22,19130279,19144726,-
TSSK2,testis specific serine kinase 2,23617,22,19131308,19132622,+
GSC2,goosecoid homeobox 2,2928,22,19146993,19150292,-
SLC25A1,solute carrier family 25 member 1,6576,22,19175581,19178736,-
CLTCL1,clathrin heavy chain like 1,8218,22,19179473,19291719,-
HIRA,histone cell cycle regulator,7290,22,19330698,19431733,-
MRPL40,mitochondrial ribosomal protein L40,64976,22,19432545,19436075,+
UFD1,ubiquitin recognition factor in ER associated degradation 1,7353,22,19449911,19479193,-
CDC45,cell division cycle 45,8318,22,19479294,19520612,+
CLDN5,claudin 5,7122,22,19523024,19525337,-
SEPTIN5,septin 5,5413,22,19714503,19723319,+
GP1BB,glycoprotein Ib platelet subunit beta,2812,22,19723539,19724771,+
TBX1,T-box transcription factor 1,6899,22,19756703,19783593,+
GNB1L,G protein subunit beta 1 like,54584,22,19783223,19854874,-
RTL10,retrotransposon Gag like 10,79680,22,19846146,19854874,-
TXNRD2,thioredoxin reductase 2,10587,22,19875522,19941818,-
COMT,catechol-O-methyltransferase,1312,22,19941772,19969975,+
ARVCF,ARVCF delta catenin family member,421,22,19966727,20016823,-
TANGO2,transport and golgi organization 2 homolog,128989,22,20017000,20067164,+
DGCR8,DGCR8 microprocessor complex subunit,54487,22,20080241,20111872,+
TRMT2A,tRNA methyltransferase 2 homolog A,27037,22,20111872,20117254,-
RANBP1,RAN binding protein 1,5902,22,20116104,20127355,+
ZDHHC8,zinc finger DHHC-type palmitoyltransferase 8,29801,22,20131804,20148007,+
CCDC188,coiled-coil domain containing 188,388849,22,20148113,20151828,-
RTN4R,reticulon 4 receptor,65078,22,20241415,20268318,-
DGCR6L,DiGeorge syndrome critical region gene 6 like,85359,22,20314238,20320060,-
ZNF74,zinc finger protein 74,7625,22,20394151,20408455,+
SCARF2,scavenger receptor class F member 2,91179,22,20424584,20437825,-
KLHL22,kelch like family member 22,84861,22,20441519,20497305,-
MED15,mediator complex subunit 15,51586,22,20507582,20587621,+
PI4KA,phosphatidylinositol 4-kinase alpha,5297,22,20707691,20858812,-
SERPIND1,serpin family D member 1,3053,22,20774113,20787720,+
SNAP29,synaptosome associated protein 29,9342,22,20859007,20891214,+
CRKL,CRK like proto-oncogene-2C adaptor protein,1399,22,20917407,20953747,+
AIFM3,apoptosis inducing factor mitochondria associated 3,150209,22,20965172,20981358,+
LZTR1,leucine zipper like transcription regulator 1,8216,22,20982297,20999032,+
THAP7,THAP domain containing 7,80764,22,20999104,21002118,-
P2RX6,purinergic receptor P2X 6,9127,22,21009699,21028013,+
SLC7A4,solute carrier family 7 member 4,6545,22,21028718,21032561,-
LRRC74B,leucine rich repeat containing 74B,400891,22,21045946,21064168,+
FAM246A,family with sequence similarity 246 member A,117134598,22,21360601,21361299,-
RIMBP3B,RIMS binding protein 3B,440804,22,21383751,21389478,+
HIC2,HIC ZBTB transcriptional repressor 2,23119,22,21417371,21451463,+
TMEM191C,transmembrane protein 191C,645426,22,21467387,21469935,+
RIMBP3C,RIMS binding protein 3C,150221,22,21545666,21551461,-
UBE2L3,ubiquitin conjugating enzyme E2 L3,7332,22,21549447,21624034,+
YDJC,YdjC chitooligosaccharide deacetylase homolog,150223,22,21628089,21630022,-
CCDC116,coiled-coil domain containing 116,164592,22,21632121,21637329,+
SDF2L1,stromal cell derived factor 2 like 1,23753,22,21642302,21644299,+
PPIL2,peptidylprolyl isomerase like 2,23759,22,21666010,21700015,+
YPEL1,yippee like 1,29799,22,21697536,21735794,-
MAPK1,mitogen-activated protein kinase 1,5594,22,21759657,21867680,-
PPM1F,protein phosphatase-2C Mg2+/Mn2+ dependent 1F,9647,22,21919419,21952875,-
TOP3B,DNA topoisomerase III beta,8940,22,21957025,21982787,-
VPREB1,V-set pre-B cell surrogate light chain 1,7441,22,22244786,22245515,+
ZNF280B,zinc finger protein 280B,140883,22,22484421,22509161,-
ZNF280A,zinc finger protein 280A,129025,22,22513736,22520270,-
PRAME,PRAME nuclear receptor transcriptional regulator,23532,22,22547701,22559294,-
GGTLC2,gamma-glutamyltransferase light chain 2,91227,22,22644614,22647898,+
IGLL5,immunoglobulin lambda like polypeptide 5,100423062,22,22887816,22896111,+
RSPH14,radial spoke head 14 homolog,27156,22,23059408,23180048,-
GNAZ,G protein subunit alpha z,2781,22,23070519,23125037,+
RAB36,RAB36-2C member RAS oncogene family,9609,22,23145298,23169285,+
BCR,BCR activator of RhoGEF and GTPase,613,22,23180509,23318037,+
IGLL1,immunoglobulin lambda like polypeptide 1,3543,22,23573125,23580290,-
DRICH1,aspartate rich 1,51233,22,23580872,23637732,-
RGL4,ral guanine nucleotide dissociation stimulator like 4,266747,22,23691013,23699168,+
ZNF70,zinc finger protein 70,7621,22,23738682,23751112,-
VPREB3,V-set pre-B cell surrogate light chain 3,29802,22,23752743,23754425,-
CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10,400916,22,23765834,23767972,-
MMP11,matrix metallopeptidase 11,4320,22,23772849,23784316,+
SMARCB1,SWI/SNF related-2C matrix associated-2C actin dependent regulator of chromatin-2C subfamily b-2C member 1,6598,22,23786966,23838009,+
DERL3,derlin 3,91319,22,23834498,23839348,-
SLC2A11,solute carrier family 2 member 11,66035,22,23856934,23886312,+
MIF,macrophage migration inhibitory factor,4282,22,23894383,23895223,+
GSTT2B,glutathione S-transferase theta 2B,653689,22,23957414,23961206,-
DDTL,D-dopachrome tautomerase like,100037417,22,23966222,23972556,+
DDT,D-dopachrome tautomerase,1652,22,23971370,23980504,-
GSTT4,glutathione S-transferase theta 4,25774,22,23988481,24005474,-
CABIN1,calcineurin binding protein 1,23523,22,24011192,24178628,+
SUSD2,sushi domain containing 2,56241,22,24181487,24189106,+
GGT5,gamma-glutamyltransferase 5,2687,22,24219654,24245142,-
SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like,23384,22,24270831,24417738,+
ADORA2A,adenosine A2a receptor,135,22,24423597,24442357,+
UPB1,beta-ureidopropionase 1,51733,22,24495060,24528681,+
GUCD1,guanylyl cyclase domain containing 1,83606,22,24540438,24555929,-
SNRPD3,small nuclear ribonucleoprotein D3 polypeptide,6634,22,24555650,24574971,+
GGT1,gamma-glutamyltransferase 1,2678,22,24583750,24628996,+
LRRC75B,leucine rich repeat containing 75B,388886,22,24585620,24593103,-
PIWIL3,piwi like RNA-mediated gene silencing 3,440822,22,24719034,24774720,-
SGSM1,small G protein signaling modulator 1,129049,22,24806211,24927578,+
TMEM211,transmembrane protein 211,255349,22,24934773,24946694,-
KIAA1671,KIAA1671,85379,22,24952716,25197448,+
CRYBB3,crystallin beta B3,1417,22,25194244,25207617,+
CRYBB2,crystallin beta B2,1415,22,25211660,25231869,+
GRK3,G protein-coupled receptor kinase 3,157,22,25564675,25729294,+
MYO18B,myosin XVIIIB,84700,22,25742133,26063847,+
SEZ6L,seizure related 6 homolog like,23544,22,26169462,26383596,+
ASPHD2,aspartate beta-hydroxylase domain containing 2,57168,22,26429260,26445015,+
HPS4,HPS4 biogenesis of lysosomal organelles complex 3 subunit 2,89781,22,26443109,26483863,-
SRRD,SRR1 domain containing,402055,22,26483867,26494658,+
TFIP11,tuftelin interacting protein 11,24144,22,26491240,26513591,-
TPST2,tyrosylprotein sulfotransferase 2,8459,22,26521996,26590132,-
CRYBB1,crystallin beta B1,1414,22,26599278,26618104,-
CRYBA4,crystallin beta A4,1413,22,26607982,26630672,+
MN1,MN1 proto-oncogene-2C transcriptional regulator,4330,22,27748277,27801756,-
PITPNB,phosphatidylinositol transfer protein beta,23760,22,27851669,27919263,-
TTC28,tetratricopeptide repeat domain 28,23331,22,27978014,28679865,-
CHEK2,checkpoint kinase 2,11200,22,28687743,28741866,-
HSCB,HscB mitochondrial iron-sulfur cluster cochaperone,150274,22,28741992,28757510,+
CCDC117,coiled-coil domain containing 117,150275,22,28772695,28789301,+
XBP1,X-box binding protein 1,7494,22,28794560,28800569,-
ZNRF3,zinc and ring finger 3,84133,22,28883572,29057488,+
KREMEN1,kringle containing transmembrane protein 1,83999,22,29073035,29168333,+
EMID1,EMI domain containing 1,129080,22,29205896,29259597,+
RHBDD3,rhomboid domain containing 3,25807,22,29259852,29268213,-
EWSR1,EWS RNA binding protein 1,2130,22,29268254,29300523,+
GAS2L1,growth arrest specific 2 like 1,10634,22,29306650,29312787,+
RASL10A,RAS like family 10 member A,10633,22,29312933,29319618,-
AP1B1,adaptor related protein complex 1 subunit beta 1,162,22,29327680,29388570,-
RFPL1,ret finger protein like 1,5988,22,29387909,29442455,+
NEFH,neurofilament heavy chain,4744,22,29480218,29491390,+
THOC5,THO complex 5,8563,22,29505879,29553760,-
NIPSNAP1,nipsnap homolog 1,8508,22,29554808,29581113,-
NF2,NF2-2C moesin-ezrin-radixin like (MERLIN) tumor suppressor,4771,22,29603556,29698600,+
CABP7,calcium binding protein 7,164633,22,29720003,29731833,+
ZMAT5,zinc finger matrin-type 5,55954,22,29730956,29767007,-
UQCR10,ubiquinol-cytochrome c reductase-2C complex III subunit X,29796,22,29767369,29770413,+
ASCC2,activating signal cointegrator 1 complex subunit 2,84164,22,29788608,29838282,-
MTMR3,myotubularin related protein 3,8897,22,29883174,30030868,+
HORMAD2,HORMA domain containing 2,150280,22,30080069,30207425,+
LIF,LIF interleukin 6 family cytokine,3976,22,30240453,30257487,-
OSM,oncostatin M,5008,22,30262829,30266851,-
CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,652968,22,30285117,30289505,-
TBC1D10A,TBC1 domain family member 10A,83874,22,30291990,30326941,-
SF3A1,splicing factor 3a subunit 1,10291,22,30331988,30356894,-
CCDC157,coiled-coil domain containing 157,550631,22,30356624,30378673,+
RNF215,ring finger protein 215,200312,22,30378821,30387411,-
SEC14L2,SEC14 like lipid binding 2,23541,22,30397018,30425303,+
MTFP1,mitochondrial fission process 1,51537,22,30425768,30429054,+
SEC14L3,SEC14 like lipid binding 3,266629,22,30447661,30472017,-
SEC14L4,SEC14 like lipid binding 4,284904,22,30488150,30505711,-
SEC14L6,SEC14 like lipid binding 6,730005,22,30522797,30546741,-
